commit_object_id,event_id,message_text,cm_type,cm_scope,cm_breaking,category
19621,19619,Move the data processing caching mechanism into utils.,other,,False,other
20095,20093,Merge branch 'finco' into add_knowledge_and_tune_summarize_task,other,,False,other
20122,20120,fix singleton bug,other,,False,other
20845,20843,add notes to retrieve,other,,False,other
21097,21095,fix_CI_13,other,,False,other
21145,21143,fix_CI_18,other,,False,other
21615,21613,use FinCoLog for a better interact experience,other,,False,other
22171,22169,add batch generate summarize report unittest.,other,,False,other
22186,22184,"* add recorder to RecorderTask;
* add matplot figure to analyzer.py",other,,False,other
22441,22439,Merge remote-tracking branch 'origin/finco' into init_workspace,other,,False,other
22821,22819,remove tasktype variable,other,,False,other
23296,23294,Update pytorch_sandwich.py,other,,False,other
23882,23880,"df value is set as expected, suppress the warning;",other,,False,other
23989,23987,Add util function to help automatically get horizon,other,,False,other
24305,24303,upgrade build-system requires,other,,False,other
24406,24404,fix_conflict,other,,False,other
24494,24492,recover_toml,other,,False,other
24534,24532,Add TODO in example,other,,False,other
24693,24691,path on Windows contains double '/' which may cause open file failed.,other,,False,other
24792,24790,locate import numpy error,other,,False,other
24984,24982,loss logging implemented,other,,False,other
25133,25131,locate import numpy error,other,,False,other
25157,25155,locate import numpy error,other,,False,other
25173,25171,locate import numpy error,other,,False,other
25324,25322,"update ubuntu CI version; (#1)

* update ubuntu CI version;
(End of standard support for 18.04 LTS - 31 May 2023)

* update ubuntu CI version;

---------

Co-authored-by: lijinhui <362237642@qq.com>",other,,False,other
25650,25648,wip,other,,False,other
25698,25696,Refine train configs,other,,False,other
373,371,"fix: add zscore to pickle whitelist for DDG-DA

PR #2213 added Alpha158/Alpha360 handlers to the pickle whitelist but
missed qlib.utils.data.zscore, which is also required by the DDG-DA
workflow. Without this, DDG-DA fails with:

  UnpicklingError: Forbidden class: qlib.utils.data.zscore

This commit adds zscore to the whitelist and includes a test to prevent
regression.

Fixes #2130 (supplement to PR #2213)",fix,,False,bug_fixes
1382,1380,"Fix SZSE trading calendar fetch for historical years (2000-2004)

Remove dead SZSE_CALENDAR_URL constant left behind after the akshare
refactor. Remove debug print statements that created unnecessary
Ticker network requests. Add error handling around the akshare
calendar fetch to provide clear error messages when akshare is not
installed or the Sina API is unavailable.

Fixes #2088

Co-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>",other,,False,other
2094,2092,"fix(storage): resolve file paths with correct case in FileFeatureStorage (#2053)

- Changed FileFeatureStorage.file_name to a property that checks for existing file paths.
- Preserves case sensitivity for new files and existing uppercase directories.
- Maintains backward compatibility for lowercase paths.
- Added verification test case.",fix,storage,False,bug_fixes
2983,2981,Fix formatting in docstring for workflow function,other,,False,other
3229,3227,use fake_useragent,other,,False,other
3696,3694,"dont manually call setuptools_scm - its integrated

setuptools_scm automatically set the version attribute - manually setting it wrong",other,,False,other
3976,3974,fix the error for run_all_model.py,other,,False,other
4499,4497,Fix normalize data,other,,False,other
4715,4713,Create run.bat,other,,False,other
5100,5098,limit minimum version of pandas,other,,False,other
5169,5167,fix: bug getting version in setup.py,fix,,False,bug_fixes
6002,6000,refactor: introduce read_as_df and rename csv_path to data_path,refactor,,False,tech_debt
6270,6268,try fix build docs error,other,,False,other
6933,6931,format with black,other,,False,other
7610,7608,fix docs error,other,,False,other
7659,7657,modify group_key default value,other,,False,other
7796,7794,Merge branch 'microsoft:main' into fix-issue-1892,other,,False,other
8501,8499,Merge branch 'microsoft:main' into fix-issue-1892,other,,False,other
8586,8584,Merge branch 'main' of https://github.com/microsoft/qlib,other,,False,other
9483,9481,bump version,other,,False,other
9824,9822,fix upload to testpypi error,other,,False,other
9944,9942,fix upload to testpypi error,other,,False,other
10184,10182,rewrite deploy with macos,other,,False,other
10264,10262,rewrite deploy with macos,other,,False,other
10280,10278,rewrite deploy with macos,other,,False,other
10312,10310,rewrite deploy with macos,other,,False,other
10424,10422,rewrite deploy with macos,other,,False,other
10643,10641,fix docs build error,other,,False,other
10855,10853,add python version to CI,other,,False,other
10891,10889,optimize code,other,,False,other
11510,11508,fix break img,other,,False,other
11574,11572,Update README.md,other,,False,other
11929,11927,Alignment test passed,other,,False,other
11959,11957,comment,other,,False,other
12207,12205,fix pylint error,other,,False,other
12283,12281,nested data loader,other,,False,other
12408,12406,add dockerfile,other,,False,other
12442,12440,optimize docs,other,,False,other
13122,13120,Fix TSDataSampler Slicing Bug #1716,other,,False,other
13936,13934,Merge branch 'main' of github.com:microsoft/qlib into fix_issue_1729,other,,False,other
14118,14116,"data_collector: cn_index: fix missing dependencies package in requirements.txt

add yahooquery and openpyxl in requirements.txt

Signed-off-by: YuLong Yao <feilongphone@gmail.com>",other,,False,other
14676,14674,test fix CI error,other,,False,other
14748,14746,test fix CI error,other,,False,other
15260,15258,Update the fix and add some comments.,other,,False,other
15607,15605,mtmd,other,,False,other
15907,15905,Create requirements.txt,other,,False,other
16715,16713,Merge branch 'main' of github.com:microsoft/qlib into fix-bug,other,,False,other
16869,16867,add index cache; add compustat collector,other,,False,other
16998,16996,fix duplicate log,other,,False,other
17938,17936,upgrade build-system requires,other,,False,other
17954,17952,troubleshooting pytest problem,other,,False,other
17962,17960,troubleshooting pytest problem,other,,False,other
18632,18630,test_ci,other,,False,other
18806,18804,second commit,other,,False,other
18822,18820,add parse method for summarization;,other,,False,other
18982,18980,"Merge pull request #1548 from microsoft/xuyang1/add_dump_to_file_task

add simple readme & move prompt templates to outer yaml file to make the code clean",other,,False,other
19038,19036,"Add docs to context and retrieve (#1566)

* add analyser docstring to context;
* add retrieve method to context manager;

* add notes to retrieve",other,,False,other
19054,19052,merge into one commit,other,,False,other
19190,19188,Update test_utils.py,other,,False,other
19222,19220,"Optimize KnowledgeBase to complete workflow (#1598)

* optimize KnowledgeBase to complete workflow;
* Update Knowledge methods of handle data IO;
* Update task to handle multi recorders;
* Integrate Knowledge to workflow;

* optimize KnowledgeBase to complete workflow
* Update TrainTask & AnalyseTask's recorder method;
* Update SummarizeTask;
* Update Workflow & Topic prompt;",other,,False,other
19548,19546,Black formatting,other,,False,other
19581,19579,Update CI,other,,False,other
19823,19821,"Adjust prompt and fix cases
* adjust summarizeTask & learn prompts;
* fix typos & drop duplicate task method;",other,,False,other
20447,20445,Merge branch 'main' of github.com:microsoft/qlib into data-health-checker,other,,False,other
20506,20504,format with black,other,,False,other
20576,20574,Update README.md,other,,False,other
21161,21159,fix_CI_20,other,,False,other
21292,21290,fix_CI_28,other,,False,other
21963,21961,Add list function,other,,False,other
21971,21969,Add documentation and support <MODEL> tag,other,,False,other
22425,22423,Update setup.py and config,other,,False,other
22433,22431,Merge remote-tracking branch 'origin/finco' into init_workspace,other,,False,other
22449,22447,WIP,other,,False,other
22465,22463,init_workspace and CMDTask,other,,False,other
22534,22532,Add configurable dataset,other,,False,other
22681,22679,imporove some words in prompt,other,,False,other
22876,22874,Update docs for QlibRL.,other,,False,other
23012,23010,Refine backtest scripts,other,,False,other
23280,23278,Update pytorch_sandwich.py,other,,False,other
23320,23318,Update README.md,other,,False,other
23352,23350,Update README.md,other,,False,other
24162,24160,Add support for redis password,other,,False,other
24949,24947,"Remove test df, not used",other,,False,other
25690,25688,Minor,other,,False,other
26058,26056,patchtst,other,,False,other
27255,27253,Update test_qlib_from_source.yml,other,,False,other
27816,27814,"Bump torch from 1.7.0 to 1.13.1 in /examples/benchmarks/ADARNN

Bumps [torch](https://github.com/pytorch/pytorch) from 1.7.0 to 1.13.1.
- [Release notes](https://github.com/pytorch/pytorch/releases)
- [Changelog](https://github.com/pytorch/pytorch/blob/master/RELEASE.md)
- [Commits](https://github.com/pytorch/pytorch/compare/v1.7.0...v1.13.1)

---
updated-dependencies:
- dependency-name: torch
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
28408,28406,Slight changes to make the workflow runnable. The changes of handler/provider should be reverted before merging.,other,,False,other
28609,28607,Update README.md,other,,False,other
28659,28657,Delete pytorch_krnn.py,other,,False,other
28675,28673,Add files via upload,other,,False,other
28781,28779,Update README.md,other,,False,other
29518,29516,fix_some_error_and_optimize_code,other,,False,other
29530,29528,modify_terrible_code,other,,False,other
29982,29980,force_label,other,,False,other
30702,30700,fix black lint,other,,False,other
31982,31980,remove redundant func,other,,False,other
32653,32651,Update Readme.txt,other,,False,other
32873,32871,fix MinMaxNorm,other,,False,other
33035,33033,Fix ERROR: Unexpected indentation in qlib/model/meta/dataset.py,other,,False,other
33186,33184,Update signal_strategy.py,other,,False,other
33285,33283,Fix docs/start/integration.rst,other,,False,other
33957,33955,Update examples/run_all_model.py,other,,False,other
34797,34795,Update docs for qlib.rl,other,,False,other
35009,35007,"Update docs/component/rl.rst

Co-authored-by: you-n-g <you-n-g@users.noreply.github.com>",other,,False,other
35062,35060,Update docs for qlib.rl,other,,False,other
35102,35100,Update docs for qlib.rl,other,,False,other
35751,35749,Trigger checks.,other,,False,other
37222,37220,"My own implementation of ChangeInstrument Op. There is a newer, simpler
implemenation from remote.
On branch main
Your branch is behind 'origin/main' by 127 commits, and can be fast-forwarded.
  (use ""git pull"" to update your local branch)

Changes to be committed:
       modified:   qlib/data/ops.py

Changes not staged for commit:
       modified:   qlib/contrib/evaluate.py
       modified:   qlib/contrib/strategy/signal_strategy.py
       modified:   qlib/utils/__init__.py
       modified:   qlib/workflow/cli.py
       modified:   qlib/workflow/expm.py

Untracked files:
       .idea/

------------------------ >8 ------------------------
Do not modify or remove the line above.
Everything below it will be ignored.
diff --git a/qlib/data/ops.py b/qlib/data/ops.py
index bdc032c0..23db25cc 100644
--- a/qlib/data/ops.py
+++ b/qlib/data/ops.py
@@ -32,6 +32,90 @@ except ValueError as e:

 np.seterr(invalid=""ignore"")

+#################### Change instrument ########################
+# In some case, one may want to change to another instrument when calculating, for example
+# calculate beta of a stock with respect to a market index
+# this would require change the calculation of features from the stock (original instrument) to
+# the index (reference instrument)
+# #############################
+
+
+class ChangeInstrument(ExpressionOps):
+    """"""Change Instrument Operator
+    In some case, one may want to change to another instrument when calculating, for example, to
+    calculate beta of a stock with respect to a market index.
+    This would require changing the calculation of features from the stock (original instrument) to
+    the index (reference instrument)
+    Parameters
+    ----------
+    instrument: new instrument for which the downstream operations should be performed upon.
+                i.e., SH000300 (CSI300 index), or ^GPSC (SP500 index).
+
+    feature: the feature to be calculated for the new instrument.
+    Returns
+    ----------
+    Expression
+        feature operation output
+    """"""
+
+    def __init__(self, instrument, feature):
+        self.instrument = instrument
+        self.feature = feature
+
+    def __str__(self):
+        return ""{}({},{})"".format(type(self).__name__, self.instrument, self.feature)
+
+    def load(self, instrument, start_index, end_index, freq):
+        """"""load  feature
+
+        Parameters
+        ----------
+        instrument : str
+            instrument code, however, the actual instrument loaded is self.instrument through initialization
+        start_index : str
+            feature start index [in calendar].
+        end_index : str
+            feature end  index  [in calendar].
+        freq : str
+            feature frequency.
+
+        Returns
+        ----------
+        pd.Series
+            feature series: The index of the series is the calendar index
+        """"""
+        from .cache import H  # pylint: disable=C0415
+
+        # cache
+        args = str(self), self.instrument, start_index, end_index, freq
+        if args in H[""f""]:
+            return H[""f""][args]
+        if start_index is not None and end_index is not None and start_index > end_index:
+            raise ValueError(""Invalid index range: {} {}"".format(start_index, end_index))
+        try:
+            series = self._load_internal(self.instrument, start_index, end_index, freq)
+        except Exception as e:
+            get_module_logger(""data"").debug(
+                f""Loading data error: instrument={instrument}, expression={str(self)}, ""
+                f""start_index={start_index}, end_index={end_index}, freq={freq}. ""
+                f""error info: {str(e)}""
+            )
+            raise
+        series.name = str(self)
+        H[""f""][args] = series
+        return series
+
+    def _load_internal(self, instrument, start_index, end_index, freq):
+        series = self.feature.load(self.instrument, start_index, end_index, freq)
+        return series
+
+    def get_longest_back_rolling(self):
+        return self.feature.get_longest_back_rolling()
+
+    def get_extended_window_size(self):
+        return self.feature.get_extended_window_size()
+
+
 #################### Element-Wise Operator ####################

@@ -1541,6 +1625,7 @@ class TResample(ElemOperator):

 TOpsList = [TResample]
 OpsList = [
+    ChangeInstrument,
     Rolling,
     Ref,
     Max,",other,,False,other
37640,37638,Resolve PR comments,other,,False,other
38903,38901,CI issues,other,,False,other
39762,39760,"update SigAnaRecord to allow quantile

Allow use self defined quantile in calc_long_short_return in SigAnaRecord",other,,False,other
40077,40075,Merge branch 'main' into u/tsz/add_stacking_method,other,,False,other
40256,40254,Add csi500 benchmark for MLP model.,other,,False,other
40687,40685,Update commands,other,,False,other
40822,40820,Update README.md,other,,False,other
41072,41070,Add csi500 experiment result to CatBoost,other,,False,other
41828,41826,Update test_qlib_from_source_slow.yml,other,,False,other
42461,42459,Rename util functions,other,,False,other
44591,44589,split_CI,other,,False,other
44838,44836,Minor,other,,False,other
44854,44852,A minor update on collect_data type hint,other,,False,other
45144,45142,"Not a workable version

(cherry picked from commit 3498e185684cd5590d3ab97e0ab69eab8c1e0e3a)",other,,False,other
45272,45270,.,other,,False,other
45280,45278,.,other,,False,other
45288,45286,.,other,,False,other
45352,45350,fix test,other,,False,other
45511,45509,Fixed a few mixed Chinese punctuation typos,other,,False,other
45975,45973,"Bump tensorflow-gpu from 1.15.0 to 2.7.2 in /examples/benchmarks/TFT

Bumps [tensorflow-gpu](https://github.com/tensorflow/tensorflow) from 1.15.0 to 2.7.2.
- [Release notes](https://github.com/tensorflow/tensorflow/releases)
- [Changelog](https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md)
- [Commits](https://github.com/tensorflow/tensorflow/compare/v1.15.0...v2.7.2)

---
updated-dependencies:
- dependency-name: tensorflow-gpu
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
46140,46138,"Bump tensorflow-gpu from 1.15.0 to 2.6.4 in /examples/benchmarks/TFT

Bumps [tensorflow-gpu](https://github.com/tensorflow/tensorflow) from 1.15.0 to 2.6.4.
- [Release notes](https://github.com/tensorflow/tensorflow/releases)
- [Changelog](https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md)
- [Commits](https://github.com/tensorflow/tensorflow/compare/v1.15.0...v2.6.4)

---
updated-dependencies:
- dependency-name: tensorflow-gpu
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
46539,46537,Merge commit '64fadff218d22bb3a3d97d66f970ed5891250eeb' into interval,other,,False,other
46887,46885,docs: added tensorboard runs folder to gitignore,docs,,False,docs
47259,47257,"Merge pull request #1 from chn489/chn489-patch-1

Add files via upload (CNN baseline)",other,,False,other
47450,47448,fix_macos_CI,other,,False,other
47840,47838,Update test,other,,False,other
48008,48006,Fix lint,other,,False,other
48016,48014,Fix flake,other,,False,other
48191,48189,Fix test,other,,False,other
48354,48352,Fix py37,other,,False,other
48495,48493,More comments,other,,False,other
48882,48880,fix_issue_1065,other,,False,other
49721,49719,Update test.yml,other,,False,other
49793,49791,Update test.yml,other,,False,other
49825,49823,Update test.yml,other,,False,other
50431,50429,add stock index,other,,False,other
50827,50825,Add docs for CSRankNorm,other,,False,other
51500,51498,Update collector.py,other,,False,other
51524,51522,Delete scripts/data_collector/bs directory,other,,False,other
52967,52965,feat: added ibov_index_composition variable as a class attribute of IBOVIndex,feat,,False,feature_work
53965,53963,Skip idx.is_lexsorted() when pandas version is larger than 1.3.0. The future warning is annoying.,other,,False,other
54913,54911,Fix bug.,other,,False,other
55516,55514,fix-csi500,other,,False,other
56396,56394,better display,other,,False,other
56461,56459,Fix pylint error,other,,False,other
59003,59001,Create README.md,other,,False,other
59707,59705,[840] - Test case for operators.,other,,False,other
61169,61167,Move EPS to constant.py.,other,,False,other
61328,61326,Fix typo and using black format.,other,,False,other
63669,63667,"fix typo

Co-authored-by: you-n-g <you-n-g@users.noreply.github.com>",other,,False,other
63729,63727,"Merge pull request #1 from Wangwuyi123/Wangwuyi123-patch-1

Update README.md",other,,False,other
63753,63751,Update test.yml,other,,False,other
63947,63945,Update FAQ.rst,other,,False,other
65264,65262,add description of dataset document,other,,False,other
65995,65993,"Merge branch 'txt_bug' of https://github.com/b4thesunrise/qlib into txt_bug

merge it to update to the newest version.",other,,False,other
67565,67563,"Update README.md

Co-authored-by: you-n-g <you-n-g@users.noreply.github.com>",other,,False,other
67793,67791,Delete Task-Gen-Recorder-CollectorV3.drawio (2).drawio.svg,other,,False,other
67809,67807,Delete Task-Gen-Recorder-CollectorV3.drawio.drawio.svg,other,,False,other
67825,67823,Delete Task-Gen-Recorder-CollectorV3.drawio.drawio (1).svg,other,,False,other
68560,68558,"Update README.md

Co-authored-by: you-n-g <you-n-g@users.noreply.github.com>",other,,False,other
68576,68574,Delete Task-Gen-Recorder-CollectorV3.drawio (2).drawio.svg,other,,False,other
68664,68662,Add files via upload,other,,False,other
68960,68958,Update TCTS README.,other,,False,other
69527,69525,check lexsort,other,,False,other
69591,69589,Create README.md,other,,False,other
69801,69799,lexsort comment,other,,False,other
69809,69807,Merge branch 'microsoft:main' into main,other,,False,other
70392,70390,Merge branch 'microsoft:main' into main,other,,False,other
70435,70433,Update task_management.rst,other,,False,other
70768,70766,fix order generator,other,,False,other
70784,70782,Make static prediction easier,other,,False,other
72188,72186,add expression description to multi_freq_handler.py,other,,False,other
72269,72267,Update Doc,other,,False,other
72303,72301,Update README.md,other,,False,other
72319,72317,Update README.md,other,,False,other
72446,72444,"Update docs/start/initialization.rst

Co-authored-by: you-n-g <you-n-g@users.noreply.github.com>",other,,False,other
72951,72949,Update TCTS result.,other,,False,other
73031,73029,Update TCTS result.,other,,False,other
73365,73363,Update setup.py,other,,False,other
73405,73403,"fix ""Segmentation fault"" in macos",other,,False,other
73565,73563,Merge remote-tracking branch 'me/handler_cache_demo' into handler_cache_demo,other,,False,other
73641,73639,Update setup.py,other,,False,other
74257,74255,Update ensemble.py (#560),other,,False,other
74265,74263,"Fix CI  Bug (#575)


Co-authored-by: yuxwang <anduinnn@foxmail.com>",other,,False,other
74401,74399,Fix the index type of the multi-freq example,other,,False,other
74709,74707,fix the type of filter_pipe,other,,False,other
74733,74731,update cvxpy version,other,,False,other
74757,74755,Add file lock for MLflowExpManager (#619),other,,False,other
74797,74795,fix deal amount bug,other,,False,other
74837,74835,simplify run all model,other,,False,other
74896,74894,fix model yaml config,other,,False,other
74952,74950,update images,other,,False,other
75295,75293,bug fix & use oracle transport pretrain,other,,False,other
75571,75569,Update manage.py,other,,False,other
75672,75670,fix exchange bug,other,,False,other
75736,75734,"Merge pull request #1 from you-n-g/nested_decision_exe

add import order",other,,False,other
75971,75969,Fix duplicate mlflow directories in tests,other,,False,other
76326,76324,Update test.yml,other,,False,other
76407,76405,python version,other,,False,other
76591,76589,python version,other,,False,other
76607,76605,python version,other,,False,other
76631,76629,python version,other,,False,other
76799,76797,Merge remote-tracking branch 'origin/branch1' into branch1,other,,False,other
76835,76833,change test without conda,other,,False,other
77298,77296,python version,other,,False,other
77718,77716,python version,other,,False,other
77944,77942,new_test,other,,False,other
78000,77998,python version,other,,False,other
78040,78038,python version,other,,False,other
78056,78054,python version,other,,False,other
78064,78062,python version,other,,False,other
78096,78094,python version,other,,False,other
78144,78142,python version,other,,False,other
78811,78809,Create python-package-conda.yml,other,,False,other
79658,79656,refactor online serving rolling api,other,,False,other
79955,79953,update comments,other,,False,other
81020,81018,Add a check if change is mutated to YahooNormalize1d,other,,False,other
81659,81657,"Merge pull request #1 from you-n-g/ytl_main

update `run_all_model` and black format",other,,False,other
82344,82342,Update TCTS settings.,other,,False,other
82352,82350,Update matplotlib version.,other,,False,other
82400,82398,Update TCTS,other,,False,other
82440,82438,Update TCTS.,other,,False,other
82709,82707,Update TCTS settings.,other,,False,other
82733,82731,Merge branch 'microsoft:main' into main,other,,False,other
82804,82802,Update TCTS README.,other,,False,other
82892,82890,Update TCTS.,other,,False,other
82936,82934,Merge branch 'microsoft:main' into main,other,,False,other
83008,83006,Update TCTS.,other,,False,other
83095,83093,Update TCTS.,other,,False,other
83143,83141,Update TCTS settings.,other,,False,other
83583,83581,successful run random order gen in day script,other,,False,other
83691,83689,Set self.fitted = True instead of self._fitted.,other,,False,other
84267,84265,Update R wrapper logic,other,,False,other
84303,84301,Update FAQ.rst,other,,False,other
84455,84453,simplify the code and add docs,other,,False,other
86525,86523,update the internal bar strategy,other,,False,other
86777,86775,Playground checkpoint,other,,False,other
87072,87070,Merge branch 'rl-dummy' of github.com:ultmaster/qlib into rl-dummy,other,,False,other
87315,87313,Supporting skip empty decisions,other,,False,other
87620,87618,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into nested_decision_exe,other,,False,other
88016,88014,add suspend check in twap,other,,False,other
88092,88090,add position test,other,,False,other
88582,88580,update trainer and manage,other,,False,other
88602,88600,delete useless import,other,,False,other
89152,89150,LightGBM hyperparameter,other,,False,other
90074,90072,optimize rule_strategy performance,other,,False,other
90129,90127,solve the conflict,other,,False,other
90403,90401,update docs and fix duplicated pred bug,other,,False,other
83238,83236,update HashingStockStorage,other,,False,other
83365,83363,Merge branch 'main' into fix_model_bug,other,,False,other
83491,83489,Update TCTS.,other,,False,other
83499,83497,Update TCTS,other,,False,other
83897,83895,support config custom_ops,other,,False,other
84064,84062,yaml update,other,,False,other
84755,84753,fix YahooNormalize1min && update docs,other,,False,other
85081,85079,Merge branch 'nested_decision_exe' into rl-dummy,other,,False,other
85213,85211,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into rl-dummy,other,,False,other
85431,85429,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into rl-dummy,other,,False,other
86705,86703,add infra interface & fix no KeyboardInterpret bug,other,,False,other
86761,86759,Update init in backtest,other,,False,other
86809,86807,Add a few comments,other,,False,other
86825,86823,Refactor for strategy,other,,False,other
86908,86906,update backtest time range,other,,False,other
87249,87247,Support order dataframe,other,,False,other
87257,87255,fix annotation recursive error,other,,False,other
87460,87458,fix calculating base_price,other,,False,other
87500,87498,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into rl-dummy,other,,False,other
87540,87538,Add more friendly index range by timing,other,,False,other
87556,87554,fix spell error,other,,False,other
87572,87570,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into rl-dummy,other,,False,other
88008,88006,new twap (more even),other,,False,other
88100,88098,Fix bug when Account.benchmark_config is None,other,,False,other
88248,88246,type error bug,other,,False,other
89464,89462,Add configurable dataset to examples,other,,False,other
89916,89914,fix bug,other,,False,other
89924,89922,del outdate file,other,,False,other
90004,90002,update the internal bar strategy,other,,False,other
90086,90084,Update record_temp.py,other,,False,other
90523,90521,Merge branch 'online_srv' of https://github.com/you-n-g/qlib into online_srv,other,,False,other
90635,90633,Update features for hyb nn,other,,False,other
90966,90964,Update doc,other,,False,other
91079,91077,fix concat then filter,other,,False,other
92087,92085,add DataHandlerDL,other,,False,other
92441,92439,modify exception message hint for storage.py && fix FileFeatureStorage[:] bug,other,,False,other
92452,92450,add documentation on which storage methods are used in qlib,other,,False,other
92948,92946,fix  doc,other,,False,other
93326,93324,Fix dump_bin.py && check_dump_bin.py,other,,False,other
93498,93496,add error type for record_temp,other,,False,other
93535,93533,Add MSERecord in contrib.workflow,other,,False,other
94181,94179,Fix Ghost BN bugs in TabNet and simplify its implementation,other,,False,other
94227,94225,Fix black errors,other,,False,other
94438,94436,high frequency examolke,other,,False,other
94825,94823,360 example,other,,False,other
95256,95254,Merge branch 'main' of github.com:D-X-Y/qlib into fshare,other,,False,other
95346,95344,Fix lint error with Black,other,,False,other
95532,95530,"Remove methods with unnecessary super delegation.

Signed-off-by: shubhendra <withshubh@gmail.com>",other,,False,other
95613,95611,revert fix,other,,False,other
95706,95704,high frequency examolke,other,,False,other
95877,95875,"Merge pull request #1 from microsoft/main

syn 2021.1.1",other,,False,other
96746,96744,black,other,,False,other
96870,96868,qlib auto init basedon project & black format,other,,False,other
96972,96970,first version of online serving,other,,False,other
96988,96986,update docs and fix duplicated pred bug,other,,False,other
97072,97070,finished update_online_pred demo,other,,False,other
97273,97271,Update features for hyb nn,other,,False,other
97561,97559,format code,other,,False,other
98999,98997,"Update workflow.rst

Corrected an identation problem on the configuration.yaml file.",other,,False,other
99121,99119,Fix minor mismatches of type hints.,other,,False,other
99129,99127,Add a abstract class as the base class for all optimization related portfolio constructions.,other,,False,other
99457,99455,Update readme and setup.py,other,,False,other
99658,99656,add docstring & fix code,other,,False,other
100646,100644,fix a bug,other,,False,other
100813,100811,refine readme,other,,False,other
101151,101149,update,other,,False,other
102208,102206,Update pytorch_gru_ts.py,other,,False,other
102666,102664,Fix unrecognized config bug,other,,False,other
105236,105234,Add demo,other,,False,other
106985,106983,Merge remote-tracking branch 'qlib/main' into qlib_register_ops,other,,False,other
107318,107316,fix system package,other,,False,other
107578,107576,fix the config of readthedocs,other,,False,other
107671,107669,CI updating,other,,False,other
107893,107891,US stock code supports Windows,other,,False,other
108308,108306,Add files via upload,other,,False,other
108331,108329,Fix and move to version 0.6.0,other,,False,other
108684,108682,update dump_bin docs,other,,False,other
108833,108831,simply the logic,other,,False,other
109102,109100,fix dataloader & add interface to datahandler,other,,False,other
109345,109343,fix some small bug,other,,False,other
109377,109375,add finetune example & fix serial bug,other,,False,other
109421,109419,Update expm and exp,other,,False,other
109469,109467,Merge remote-tracking branch 'origin/main' into main,other,,False,other
109485,109483,Init benchmarks,other,,False,other
109741,109739,Update FAQ.rst,other,,False,other
109861,109859,fix static dataloader,other,,False,other
109965,109963,Add readme.,other,,False,other
110246,110244,Format,other,,False,other
110358,110356,add README.md,other,,False,other
110646,110644,Remove batchsize and add daily-batch mode,other,,False,other
111230,111228,set the task base class,other,,False,other
112020,112018,Update test CI,other,,False,other
112233,112231,Add Upload Status Badges,other,,False,other
112281,112279,Fix typo,other,,False,other
114406,114404,update docs,other,,False,other
114718,114716,Update introduction.rst,other,,False,other
114750,114748,"Merge pull request #8 from wendili-cs/patch-9

Update README.md",other,,False,other
114902,114900,add the log & fix README.md\quick.rst,other,,False,other
114918,114916,Merge branch 'release-0.5.0' of https://github.com/microsoft/qlib into release-0.5.0,other,,False,other
114990,114988,solve conflict in report,other,,False,other
115078,115076,Update READEME.md,other,,False,other
115118,115116,fix get_data.py docstring,other,,False,other
90475,90473,finished update_online_pred demo,other,,False,other
90611,90609,Merge branch 'online_srv_wd' into online_srv,other,,False,other
92311,92309,debug,other,,False,other
92727,92725,fix docs,other,,False,other
93024,93022,fix naming and code style,other,,False,other
93050,93048,update readme,other,,False,other
93226,93224,bug fix,other,,False,other
93658,93656,update ops runnable,other,,False,other
93762,93760,add pit collector,other,,False,other
93847,93845,Successfully run and understand PIT,other,,False,other
93866,93864,Add some docs and remove a bug,other,,False,other
94903,94901,Fix pytorch ts model loader bug,other,,False,other
96445,96443,Make Wrapper with a informative str repr.,other,,False,other
96636,96634,touch file,other,,False,other
97052,97050,add task management to index.rst,other,,False,other
97064,97062,more clearly structure,other,,False,other
97209,97207,trainer & group & collect & ensemble,other,,False,other
97281,97279,Refactor update & modification when running NN,other,,False,other
97506,97504,"Merge pull request #14 from you-n-g/online_srv_blin

Online srv blin",other,,False,other
97751,97749,Add README and Formatted,other,,False,other
98083,98081,Add scikit-learn to dependencies.,other,,False,other
98169,98167,Split classes in riskmodel.py & optimizer.py into seperate files.,other,,False,other
98628,98626,Add A New Baseline: DoubleEnsemble,other,,False,other
99068,99066,Add Structured Covariance Estimator to riskmodel.py,other,,False,other
99826,99824,Fix CI,other,,False,other
100030,100028,Update pytorch_alstm_ts.py,other,,False,other
100630,100628,Merge github.com:microsoft/qlib into qlib_register_ops,other,,False,other
100694,100692,update,other,,False,other
100765,100763,minor,other,,False,other
100821,100819,Merge branch 'high-freq-execution' into high-freq-execution,other,,False,other
102109,102107,"update setup py

pyqlib did not requires pymongo",other,,False,other
102863,102861,Add deepcopy to config,other,,False,other
102879,102877,Update readme,other,,False,other
